UID,Type,Premises,Address,Locality,Address1,Address2,Unnamed: 7,NZDep13d_nbr,NZDep13_CAU,full_address,geo,lat,lng
TOB11,,Shosha,329 Albany Highway,Albany,329 Albany Highway,Albany,,4.0,4.0,"Shosha, 329 Albany Highway, Albany, Auckland","[{'address_components': [{'long_name': '329', 'short_name': '329', 'types': ['street_number']}, {'long_name': 'Albany Highway', 'short_name': 'Albany Hwy', 'types': ['route']}, {'long_name': 'Albany', 'short_name': 'Albany', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '0632', 'short_name': '0632', 'types': ['postal_code']}], 'formatted_address': '329 Albany Highway, Albany, Auckland 0632, New Zealand', 'geometry': {'location': {'lat': -36.7462099, 'lng': 174.6937009}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.7448495697085, 'lng': 174.6949637302915}, 'southwest': {'lat': -36.7475475302915, 'lng': 174.6922657697085}}}, 'partial_match': True, 'place_id': 'ChIJr4xd8f47DW0R4J9sR-tZhxg', 'plus_code': {'compound_code': '7M3V+GF Auckland, New Zealand', 'global_code': '4VMP7M3V+GF'}, 'types': ['establishment', 'point_of_interest', 'store']}]",-36.7462099,174.6937009
TOB12,,Highway Superette,357 B Albany Highway,Albany,357B Albany Highway,Albany,,3.0,4.0,"Highway Superette, 357 B Albany Highway, Albany, Auckland","[{'address_components': [{'long_name': '357B', 'short_name': '357B', 'types': ['street_number']}, {'long_name': 'Albany Highway', 'short_name': 'Albany Hwy', 'types': ['route']}, {'long_name': 'Rosedale', 'short_name': 'Rosedale', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '0632', 'short_name': '0632', 'types': ['postal_code']}], 'formatted_address': '357B Albany Highway, Rosedale, Auckland 0632, New Zealand', 'geometry': {'location': {'lat': -36.7444654, 'lng': 174.6932784}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.74312391970849, 'lng': 174.6945228802915}, 'southwest': {'lat': -36.74582188029149, 'lng': 174.6918249197085}}}, 'partial_match': True, 'place_id': 'ChIJKZSeM_k7DW0RrawyGeLiNsA', 'plus_code': {'compound_code': '7M4V+68 Auckland, New Zealand', 'global_code': '4VMP7M4V+68'}, 'types': ['street_address']}]",-36.7444654,174.6932784
TOB13,,Da Hua Supermarket,4/100 Don Mckinnon Drive,Albany,4/100 Don Mckinnon Drive,Albany,,4.0,4.0,"Da Hua Supermarket, 4/100 Don Mckinnon Drive, Albany, Auckland","[{'address_components': [{'long_name': 'Shop 4', 'short_name': 'Shop 4', 'types': ['subpremise']}, {'long_name': '100', 'short_name': '100', 'types': ['street_number']}, {'long_name': 'Don McKinnon Drive', 'short_name': 'Don McKinnon Dr', 'types': ['route']}, {'long_name': 'Albany', 'short_name': 'Albany', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '0632', 'short_name': '0632', 'types': ['postal_code']}], 'formatted_address': 'Shop 4/100 Don McKinnon Drive, Albany, Auckland 0632, New Zealand', 'geometry': {'location': {'lat': -36.7295933, 'lng': 174.7120906}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.7281931697085, 'lng': 174.7133751802915}, 'southwest': {'lat': -36.7308911302915, 'lng': 174.7106772197085}}}, 'partial_match': True, 'place_id': 'ChIJy-qGc8A7DW0Rkur9UIQAFRc', 'plus_code': {'compound_code': '7PC6+5R Auckland, New Zealand', 'global_code': '4VMP7PC6+5R'}, 'types': ['establishment', 'food', 'grocery_or_supermarket', 'point_of_interest', 'store']}]",-36.7295933,174.7120906
TOB14,,GAS Albany Heights,533 Dairy Flat Highway,Albany,533 Dairy Flat Highway,Albany,,4.0,2.0,"GAS Albany Heights, 533 Dairy Flat Highway, Albany, Auckland","[{'address_components': [{'long_name': '533', 'short_name': '533', 'types': ['street_number']}, {'long_name': 'State Highway 17', 'short_name': 'State Highway 17', 'types': ['route']}, {'long_name': 'Lucas Heights', 'short_name': 'Lucas Heights', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '0792', 'short_name': '0792', 'types': ['postal_code']}], 'formatted_address': '533 State Highway 17, Lucas Heights, Auckland 0792, New Zealand', 'geometry': {'location': {'lat': -36.7115642, 'lng': 174.6693724}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.7101225197085, 'lng': 174.6707827802915}, 'southwest': {'lat': -36.7128204802915, 'lng': 174.6680848197085}}}, 'partial_match': True, 'place_id': 'ChIJMw7qFGA8DW0RcC6LBSALfy8', 'plus_code': {'compound_code': '7MQ9+9P Auckland, New Zealand', 'global_code': '4VMP7MQ9+9P'}, 'types': ['establishment', 'gas_station', 'point_of_interest']}]",-36.7115642,174.6693724
TOB15,,Albany Superette,5A/372 Rosedale Road,Albany,5A/372 Rosedale Road,Albany,,3.0,4.0,"Albany Superette, 5A/372 Rosedale Road, Albany, Auckland","[{'address_components': [{'long_name': 'Shop A5', 'short_name': 'Shop A5', 'types': ['subpremise']}, {'long_name': 'Rosedale Road', 'short_name': 'Rosedale Rd', 'types': ['route']}, {'long_name': 'Albany', 'short_name': 'Albany', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}], 'formatted_address': 'New Zealand, Auckland, Albany, Rosedale Rd, Shop A5', 'geometry': {'location': {'lat': -36.7429168, 'lng': 174.6963072}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.7415409697085, 'lng': 174.6977721802915}, 'southwest': {'lat': -36.74423893029149, 'lng': 174.6950742197085}}}, 'partial_match': True, 'place_id': 'ChIJ-2l0qTA7DW0R47CZ7bj62qQ', 'plus_code': {'compound_code': '7M4W+RG Auckland, New Zealand', 'global_code': '4VMP7M4W+RG'}, 'types': ['establishment', 'food', 'grocery_or_supermarket', 'point_of_interest', 'store', 'supermarket']}]",-36.7429168,174.6963072
TOB16,,Caltex - Albany,7 Mercari Way,Albany,7 Mercari Way,Albany,,4.0,4.0,"Caltex - Albany, 7 Mercari Way, Albany, Auckland","[{'address_components': [{'long_name': '7', 'short_name': '7', 'types': ['street_number']}, {'long_name': 'Mercari Way', 'short_name': 'Mercari Way', 'types': ['route']}, {'long_name': 'Albany', 'short_name': 'Albany', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '0632', 'short_name': '0632', 'types': ['postal_code']}], 'formatted_address': '7 Mercari Way, Albany, Auckland 0632, New Zealand', 'geometry': {'location': {'lat': -36.732547, 'lng': 174.7089766}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.7312405697085, 'lng': 174.7103224302915}, 'southwest': {'lat': -36.7339385302915, 'lng': 174.7076244697085}}}, 'partial_match': True, 'place_id': 'ChIJKVkwWuo7DW0RTTZAaj676FM', 'plus_code': {'compound_code': '7P85+XH Auckland, New Zealand', 'global_code': '4VMP7P85+XH'}, 'types': ['establishment', 'gas_station', 'point_of_interest']}]",-36.732547,174.7089766
TOB17,,BP Station - Albany,"Silverdale Service Centre, State Highway 1",Albany,Silverdale Service Centre,Albany,,4.0,4.0,"BP Station - Albany, Silverdale Service Centre, State Highway 1, Albany, Auckland","[{'address_components': [{'long_name': 'Albany', 'short_name': 'Albany', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '0632', 'short_name': '0632', 'types': ['postal_code']}], 'formatted_address': 'Albany, Auckland 0632, New Zealand', 'geometry': {'bounds': {'northeast': {'lat': -36.7176184, 'lng': 174.7196549}, 'southwest': {'lat': -36.7516244, 'lng': 174.6787531}}, 'location': {'lat': -36.7269389, 'lng': 174.697984}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': -36.7176184, 'lng': 174.7196549}, 'southwest': {'lat': -36.7516244, 'lng': 174.6787531}}}, 'partial_match': True, 'place_id': 'ChIJO_3X8_E7DW0RALGiQ2HvAAU', 'types': ['political', 'sublocality', 'sublocality_level_1']}]",-36.7269389,174.697984
TOB18,,Buy the Way Convenience,1 Anzac Avenue,Auckland CBD,1 Anzac Avenue,Auckland CBD,,4.0,10.0,"Buy the Way Convenience, 1 Anzac Avenue, Auckland CBD, Auckland","[{'address_components': [{'long_name': '1', 'short_name': '1', 'types': ['street_number']}, {'long_name': 'Anzac Avenue', 'short_name': 'Anzac Ave', 'types': ['route']}, {'long_name': 'Auckland CBD', 'short_name': 'Auckland CBD', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '1010', 'short_name': '1010', 'types': ['postal_code']}], 'formatted_address': '1 Anzac Avenue, Auckland CBD, Auckland 1010, New Zealand', 'geometry': {'location': {'lat': -36.8458471, 'lng': 174.7711022}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.84454811970851, 'lng': 174.7723826302915}, 'southwest': {'lat': -36.84724608029151, 'lng': 174.7696846697085}}}, 'partial_match': True, 'place_id': 'ChIJS3JXz_1HDW0R-u4UFFTbbok', 'plus_code': {'compound_code': '5Q3C+MC Auckland, New Zealand', 'global_code': '4VMP5Q3C+MC'}, 'types': ['convenience_store', 'establishment', 'food', 'grocery_or_supermarket', 'point_of_interest', 'store']}]",-36.8458471,174.7711022
TOB19,,Civic Convenience Store,10 Wellesley Street West,Auckland CBD,10 Wellesley Street West,Auckland CBD,,8.0,9.0,"Civic Convenience Store, 10 Wellesley Street West, Auckland CBD, Auckland","[{'address_components': [{'long_name': '10', 'short_name': '10', 'types': ['street_number']}, {'long_name': 'Wellesley Street West', 'short_name': 'Wellesley St W', 'types': ['route']}, {'long_name': 'Auckland CBD', 'short_name': 'Auckland CBD', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '1010', 'short_name': '1010', 'types': ['postal_code']}], 'formatted_address': '10 Wellesley Street West, Auckland CBD, Auckland 1010, New Zealand', 'geometry': {'location': {'lat': -36.8508873, 'lng': 174.7639438}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.8494647697085, 'lng': 174.7653261802915}, 'southwest': {'lat': -36.8521627302915, 'lng': 174.7626282197085}}}, 'partial_match': True, 'place_id': 'ChIJjZdBQeVHDW0R3j7p9NFnYxs', 'plus_code': {'compound_code': '4QX7+JH Auckland, New Zealand', 'global_code': '4VMP4QX7+JH'}, 'types': ['establishment', 'food', 'grocery_or_supermarket', 'point_of_interest', 'store', 'supermarket', 'travel_agency']}]",-36.8508873,174.7639438
TOB20,,City Star Convenience Store - Victoria St.,101 Victoria Street - West,Auckland CBD,101 Victoria Street West,Auckland CBD,,8.0,9.0,"City Star Convenience Store - Victoria St., 101 Victoria Street - West, Auckland CBD, Auckland","[{'address_components': [{'long_name': '27', 'short_name': '27', 'types': ['street_number']}, {'long_name': 'Victoria Street West', 'short_name': 'Victoria St W', 'types': ['route']}, {'long_name': 'Auckland CBD', 'short_name': 'Auckland CBD', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '1010', 'short_name': '1010', 'types': ['postal_code']}], 'formatted_address': '27 Victoria Street West, Auckland CBD, Auckland 1010, New Zealand', 'geometry': {'location': {'lat': -36.848464, 'lng': 174.7642753}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.8472369697085, 'lng': 174.7655650302915}, 'southwest': {'lat': -36.8499349302915, 'lng': 174.7628670697085}}}, 'partial_match': True, 'place_id': 'ChIJbe-h6vpHDW0R2MEVofLhnVY', 'plus_code': {'compound_code': '5Q27+JP Auckland, New Zealand', 'global_code': '4VMP5Q27+JP'}, 'types': ['establishment', 'food', 'grocery_or_supermarket', 'point_of_interest', 'store']}, {'address_components': [{'long_name': '101', 'short_name': '101', 'types': ['street_number']}, {'long_name': 'Victoria Street West', 'short_name': 'Victoria St W', 'types': ['route']}, {'long_name': 'Auckland CBD', 'short_name': 'Auckland CBD', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '1010', 'short_name': '1010', 'types': ['postal_code']}], 'formatted_address': '101 Victoria Street West, Auckland CBD, Auckland 1010, New Zealand', 'geometry': {'location': {'lat': -36.8479043, 'lng': 174.7619634}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.8466289697085, 'lng': 174.7632794802915}, 'southwest': {'lat': -36.8493269302915, 'lng': 174.7605815197085}}}, 'partial_match': True, 'place_id': 'ChIJUbPbbvBHDW0RlpEnqKPJ9No', 'plus_code': {'compound_code': '5Q26+RQ Auckland, New Zealand', 'global_code': '4VMP5Q26+RQ'}, 'types': ['street_address']}]",-36.848464,174.7642753
TOB21,,Queen Mart ,Shop3/10-14 Lorne Street,Auckland CBD,10-14 Lorne Street,Auckland CBD,,8.0,10.0,"Queen Mart , Shop3/10-14 Lorne Street, Auckland CBD, Auckland","[{'address_components': [{'long_name': '10', 'short_name': '10', 'types': ['subpremise']}, {'long_name': '14', 'short_name': '14', 'types': ['street_number']}, {'long_name': 'Lorne Street', 'short_name': 'Lorne St', 'types': ['route']}, {'long_name': 'Auckland CBD', 'short_name': 'Auckland CBD', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '1010', 'short_name': '1010', 'types': ['postal_code']}], 'formatted_address': '10/14 Lorne Street, Auckland CBD, Auckland 1010, New Zealand', 'geometry': {'location': {'lat': -36.8500152, 'lng': 174.7659972}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.84863521970851, 'lng': 174.7672240302915}, 'southwest': {'lat': -36.8513331802915, 'lng': 174.7645260697085}}}, 'partial_match': True, 'place_id': 'ChIJbfTi0uRHDW0Ro15ehqVLlRU', 'types': ['subpremise']}, {'address_components': [{'long_name': 'Auckland CBD', 'short_name': 'Auckland CBD', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '1010', 'short_name': '1010', 'types': ['postal_code']}], 'formatted_address': 'Auckland CBD, Auckland 1010, New Zealand', 'geometry': {'location': {'lat': -36.8486337, 'lng': 174.7629638}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': -36.8471599697085, 'lng': 174.7643395302915}, 'southwest': {'lat': -36.8498579302915, 'lng': 174.7616415697085}}}, 'partial_match': True, 'place_id': 'ChIJJSx3ovpHDW0R9adiNwslGuE', 'plus_code': {'compound_code': '5Q27+G5 Auckland, New Zealand', 'global_code': '4VMP5Q27+G5'}, 'types': ['establishment', 'point_of_interest']}]",-36.8500152,174.7659972
TOB22,,City Star Convenience,103 Albert Street,Auckland CBD,103 Albert Street,Auckland CBD,,8.0,9.0,"City Star Convenience, 103 Albert Street, Auckland CBD, Auckland","[{'address_components': [{'long_name': '103', 'short_name': '103', 'types': ['street_number']}, {'long_name': 'Albert Street', 'short_name': 'Albert St', 'types': ['route']}, {'long_name': 'Auckland CBD', 'short_name': 'Auckland CBD', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '1010', 'short_name': '1010', 'types': ['postal_code']}], 'formatted_address': '103 Albert Street, Auckland CBD, Auckland 1010, New Zealand', 'geometry': {'location': {'lat': -36.84908, 'lng': 174.7630126}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.8477602197085, 'lng': 174.7644675302915}, 'southwest': {'lat': -36.8504581802915, 'lng': 174.7617695697085}}}, 'partial_match': True, 'place_id': 'ChIJR-HZp_pHDW0RL8tG3Ue07Lw', 'plus_code': {'compound_code': '5Q27+96 Auckland, New Zealand', 'global_code': '4VMP5Q27+96'}, 'types': ['street_address']}]",-36.84908,174.7630126
TOB23,,Starz Convenience Store,103/36 Eden Crescent ,Auckland CBD,103/36 Eden Crescent ,Auckland CBD,,8.0,10.0,"Starz Convenience Store, 103/36 Eden Crescent , Auckland CBD, Auckland","[{'address_components': [{'long_name': '36', 'short_name': '36', 'types': ['street_number']}, {'long_name': 'Eden Crescent', 'short_name': 'Eden Cres', 'types': ['route']}, {'long_name': 'Auckland CBD', 'short_name': 'Auckland CBD', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '1010', 'short_name': '1010', 'types': ['postal_code']}], 'formatted_address': '36 Eden Crescent, Auckland CBD, Auckland 1010, New Zealand', 'geometry': {'location': {'lat': -36.8484488, 'lng': 174.7726322}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.84714941970851, 'lng': 174.7739271302915}, 'southwest': {'lat': -36.8498473802915, 'lng': 174.7712291697085}}}, 'partial_match': True, 'place_id': 'ChIJY2RDb_1HDW0Ry7l_F-zidJs', 'plus_code': {'compound_code': '5Q2F+J3 Auckland, New Zealand', 'global_code': '4VMP5Q2F+J3'}, 'types': ['convenience_store', 'establishment', 'food', 'point_of_interest', 'store']}]",-36.8484488,174.7726322
TOB24,,Caltex Station - Fanshaw Street,Fanshaw Street,Auckland CBD,104-108 Fanshaw Street,Auckland CBD,,7.0,9.0,"Caltex Station - Fanshaw Street, Fanshaw Street, Auckland CBD, Auckland","[{'address_components': [{'long_name': 'Fanshawe Street', 'short_name': 'Fanshawe St', 'types': ['route']}, {'long_name': 'Auckland CBD', 'short_name': 'Auckland CBD', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '1010', 'short_name': '1010', 'types': ['postal_code']}], 'formatted_address': 'Fanshawe Street, Auckland CBD, Auckland 1010, New Zealand', 'geometry': {'bounds': {'northeast': {'lat': -36.8431112, 'lng': 174.7655017}, 'southwest': {'lat': -36.8469641, 'lng': 174.7524482}}, 'location': {'lat': -36.8457032, 'lng': 174.7595176}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': -36.8431112, 'lng': 174.7655017}, 'southwest': {'lat': -36.8469641, 'lng': 174.7524482}}}, 'partial_match': True, 'place_id': 'ChIJr8ItOfFHDW0RTuGuwIQUSXo', 'types': ['route']}]",-36.8457032,174.7595176
TOB25,,BP Connect - Flanshaw St,108-114 Fanshawe Street,Auckland CBD,108-114 Fanshawe Street,Auckland CBD,,7.0,9.0,"BP Connect - Flanshaw St, 108-114 Fanshawe Street, Auckland CBD, Auckland","[{'address_components': [{'long_name': '108', 'short_name': '108', 'types': ['subpremise']}, {'long_name': '114', 'short_name': '114', 'types': ['street_number']}, {'long_name': 'Fanshawe Street', 'short_name': 'Fanshawe St', 'types': ['route']}, {'long_name': 'Auckland CBD', 'short_name': 'Auckland CBD', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '1010', 'short_name': '1010', 'types': ['postal_code']}], 'formatted_address': '108/114 Fanshawe Street, Auckland CBD, Auckland 1010, New Zealand', 'geometry': {'location': {'lat': -36.84611599999999, 'lng': 174.7585626}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.8447025697085, 'lng': 174.7598959802915}, 'southwest': {'lat': -36.84740053029149, 'lng': 174.7571980197085}}}, 'partial_match': True, 'place_id': 'EkExMDgvMTE0IEZhbnNoYXdlIFN0cmVldCwgQXVja2xhbmQgQ0JELCBBdWNrbGFuZCAxMDEwLCBOZXcgWmVhbGFuZCIfGh0KFgoUChIJIe1BbvFHDW0RLOXHZU2GukwSAzEwOA', 'types': ['subpremise']}, {'address_components': [{'long_name': 'Flanshaw Road', 'short_name': 'Flanshaw Rd', 'types': ['route']}, {'long_name': 'Te Atatū South', 'short_name': 'Te Atatū South', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '0610', 'short_name': '0610', 'types': ['postal_code']}], 'formatted_address': 'Flanshaw Road, Te Atatū South, Auckland 0610, New Zealand', 'geometry': {'bounds': {'northeast': {'lat': -36.8536685, 'lng': 174.6472584}, 'southwest': {'lat': -36.8654108, 'lng': 174.6413726}}, 'location': {'lat': -36.8593717, 'lng': 174.6439574}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': -36.8536685, 'lng': 174.6472584}, 'southwest': {'lat': -36.8654108, 'lng': 174.6413726}}}, 'partial_match': True, 'place_id': 'ChIJC38gxl5ADW0RYDXi2WW_SkY', 'types': ['route']}]",-36.84611599999999,174.7585626
TOB26,,Volt Convenience Store,111 Mayoral Drive,Auckland CBD,111 Mayoral Drive,Auckland CBD,,7.0,10.0,"Volt Convenience Store, 111 Mayoral Drive, Auckland CBD, Auckland","[{'address_components': [{'long_name': '107', 'short_name': '107', 'types': ['street_number']}, {'long_name': 'Mayoral Drive', 'short_name': 'Mayoral Dr', 'types': ['route']}, {'long_name': 'Auckland CBD', 'short_name': 'Auckland CBD', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '1010', 'short_name': '1010', 'types': ['postal_code']}], 'formatted_address': '107 Mayoral Drive, Auckland CBD, Auckland 1010, New Zealand', 'geometry': {'location': {'lat': -36.8542457, 'lng': 174.7633399}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.8528144197085, 'lng': 174.7646460302915}, 'southwest': {'lat': -36.8555123802915, 'lng': 174.7619480697085}}}, 'partial_match': True, 'place_id': 'ChIJxaId9HBHDW0R_pDKq8mpwjI', 'plus_code': {'compound_code': '4QW7+88 Auckland, New Zealand', 'global_code': '4VMP4QW7+88'}, 'types': ['convenience_store', 'establishment', 'food', 'point_of_interest', 'store']}, {'address_components': [{'long_name': '111', 'short_name': '111', 'types': ['street_number']}, {'long_name': 'Mayoral Drive', 'short_name': 'Mayoral Dr', 'types': ['route']}, {'long_name': 'Auckland CBD', 'short_name': 'Auckland CBD', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '1010', 'short_name': '1010', 'types': ['postal_code']}], 'formatted_address': '111 Mayoral Drive, Auckland CBD, Auckland 1010, New Zealand', 'geometry': {'location': {'lat': -36.854209, 'lng': 174.7634012}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.8527846197085, 'lng': 174.7647109302915}, 'southwest': {'lat': -36.8554825802915, 'lng': 174.7620129697085}}}, 'partial_match': True, 'place_id': 'ChIJq1SZ8eVHDW0R3duYzI7j6yU', 'plus_code': {'compound_code': '4QW7+89 Auckland, New Zealand', 'global_code': '4VMP4QW7+89'}, 'types': ['street_address']}]",-36.8542457,174.7633399
